tenant_id,page_id
1,1465
2,19587
2,21426
2,14350
2,26627
2,18476
2,22751
2,23669
1,14861
2,38261
2,38953
2,34793
2,8722
2,25950
2,30968
1,17558
1,10832
2,33744
2,28144
2,14570
4,19737
1,22151
2,929
2,14467
2,19579
2,28262
2,10562
1,6112
2,15836
2,11132
2,561
4,8454
4,9784
2,20697
2,26486
2,21009
4,7500
2,20753
2,5687
2,22974
1,14862
2,44459
2,16900
2,12973
2,17821
1,4687
2,29679
2,2088
2,25803
2,22982
2,311
1,3898
2,14012
2,12880
2,29518
2,26141
2,3473
2,12709
2,32714
2,2820
2,10861
2,20270
2,3153
2,9637
2,14012
2,28881
2,22182
4,12759
2,34157
4,10786
2,22998
2,34243
2,16593
2,14926
2,14012
4,10487
1,18658
2,16932
2,30366
4,16863
2,21864
2,33887
2,18501
2,29693
2,22306
2,21428
2,30364
2,39718
2,13167
2,18300
2,21292
2,34744
2,2539
2,16428
2,8670
4,16458
3,6259
4,14721
2,16255
2,29020
2,43028
2,32276
2,1696
2,19335
2,19614
1,18713
2,1135
2,22190
2,28115
2,21287
4,14195
4,19223
2,41218
2,21280
2,14891
2,13978
4,7278
1,15149
2,11635
2,2872
2,18773
4,9644
2,11682
1,7614
2,28247
2,18174
2,19568
2,38374
2,12155
2,19560
2,21283
4,14180
2,28949
2,21280
2,18178
2,35438
4,14328
2,38379
2,29407
2,10027
4,7731
2,2235
4,19882
2,8573
4,1807
2,16904
2,16577
2,37846
2,29041
2,32008
2,21107
2,27214
2,13032
2,21280
2,27681
2,3856
2,11317
4,520
2,21871
2,16023
2,21121
2,27427
2,37242
2,22199
2,3852
2,31936
2,28414
2,1697
2,7134
2,25381
1,20141
2,22991
2,19623
1,17198
2,2382
2,8027
2,42604
2,19627
2,13606
2,29282
1,12429
2,18514
4,13615
2,13542
1,21178
2,30124
2,11677
2,1002
2,8027
2,25326
2,23811
2,22182
1,23228
2,42056
2,13453
2,6841
2,12543
4,8783
2,20259
2,22679
2,13029
2,21726
2,10179
2,23178
2,8980
2,33704
1,24769
2,5896
2,10182
2,16980
2,28982
2,42796
2,23811
2,12162
2,23689
2,24200
2,24697
2,23535
2,18150
2,5355
2,13204
4,10378
2,14012
2,20328
2,37597
2,41660
2,21280
1,15279
2,11176
1,18570
2,12852
1,15431
2,20761
2,13406
2,19551
2,16448
1,18104
2,40920
2,30570
2,20249
3,1511
2,11492
2,3570
2,8201
2,16573
2,15417
2,3689
2,26260
2,40425
1,11230
2,21579
2,749
2,4072
2,12606
1,8389
1,17380
2,24722
2,43293
2,14025
2,16624
2,40824
2,5896
2,754
2,16911
2,21431
2,27430
4,14034
2,11151
2,15530
2,28262
1,18437
2,3281
2,13357
2,11479
2,21157
2,14897
4,10402
1,23331
2,16346
4,4160
2,29234
1,18120
2,13258
2,30769
2,13662
2,4035
2,36816
2,19634
2,20564
2,30677
2,36775
4,13857
4,9562
2,4696
2,13383
2,30861
2,14170
2,20585
4,14334
2,42685
2,1119
2,17494
4,7813
2,21280
2,18491
2,1718
1,10461
1,8444
2,16892
2,36753
2,22616
2,20279
2,21575
2,18516
2,22204
2,29323
2,41967
2,17661
4,6235
2,21121
2,14903
2,27113
2,10852
2,25677
2,5896
2,22312
2,28257
2,19624
2,30748
2,14207
2,24139
2,22030
2,10171
2,18806
2,23555
2,22221
4,12627
2,30795
2,14012
2,42630
2,17185
2,29929
2,15989
2,11056
2,25860
2,22030
2,29445
2,39923
2,24544
2,27988
2,4456
2,23994
2,23182
2,8221
2,26723
2,33486
2,21310
2,30731
2,14926
2,37716
2,24023
2,28187
2,16718
2,22030
2,21282
2,37306
1,737
2,27403
2,24002
2,26033
2,23529
2,29047
2,5345
2,42395
1,21154
3,7329
2,20278
2,17686
2,17474
3,559
2,9759
2,20249
4,3764
2,38752
2,13824
1,7717
2,28414
2,18806
2,17524
4,14725
2,3023
4,19398
2,18806
2,14012
2,4302
4,18931
4,14199
2,22030
2,26017
2,29039
2,13010
2,18806
2,11923
2,14780
2,19509
2,10885
2,12159
4,10051
2,23175
2,29022
2,29564
2,27976
4,17538
4,19405
2,18806
2,29405
2,5896
1,20212
2,22030
2,25635
2,40426
2,27558
2,29799
2,19585
2,28397
2,9157
2,41925
2,6643
2,3691
2,44417
2,25835
2,36314
2,12379
2,2003
2,32863
2,11982
1,15369
2,28107
2,14941
1,4917
2,5425
2,11695
2,14160
2,5985
2,41236
2,25976
2,16887
4,6235
2,26463
2,7471
2,2109
3,8642
4,3894
1,17250
2,19621
2,30772
2,2920
2,12397
2,39697
2,15064
2,9628
2,4302
2,25664
4,12101
2,26888
1,15662
2,20875
2,4456
2,22197
2,13656
2,2906
2,14023
2,22561
2,41523
2,20711
1,21569
2,20883
2,7682
4,12466
4,2250
2,31247
2,11313
2,18150
4,12101
2,41927
1,11687
1,23626
2,25358
2,30360
2,29917
4,19231
2,5733
2,14798
1,16263
2,18112
2,40664
1,14334
2,21450
1,17215
2,18150
2,24998
2,29157
3,6034
4,19099
4,17722
1,24074
2,10532
2,23194
2,42909
2,27204
4,18106
2,10537
2,12698
2,18948
2,13370
4,12469
2,3389
2,7040
1,16651
2,19621
2,5896
2,34868
4,18247
2,18161
2,34074
2,8849
2,5985
2,2713
2,38025
2,23498
2,41515
2,15246
4,10307
4,1036
2,16047
2,10537
4,19233
2,22458
2,8961
2,44430
2,12528
2,8027
2,15371
2,13586
2,26893
2,25406
2,14330
4,5468
2,4876
4,20245
2,11854
2,18508
2,33894
2,9217
2,25836
3,7721
2,24685
1,4921
2,14573
2,5349
2,35374
2,10539
2,23179
3,1043
1,11235
2,10532
2,28238
2,9001
2,22038
4,11692
2,27403
2,15051
4,13504
2,17792
2,3570
2,27397
2,7134
2,17476
2,23490
2,18494
2,18967
2,9007
4,13868
2,13343
2,29098
2,21872
4,10478
2,33276
2,10539
2,42392
4,20389
2,9468
1,17124
2,17373
2,30757
2,42959
2,39845
2,30898
2,31947
2,23974
2,7464
2,27659
2,28117
2,14570
2,37881
2,20725
2,23812
2,9001
1,11244
1,2741
2,13534
4,6968
2,17476
2,30898
2,29706
1,2049
4,6650
4,1679
2,42302
2,7071
2,31082
2,22030
2,19534
2,43175
2,20880
2,16570
2,27673
2,14042
2,5888
1,6683
2,19142
2,13010
2,10535
2,17828
2,28556
2,42132
2,10532
2,11856
2,28115
4,7905
2,16908
2,40613
2,19627
2,25432
2,28414
4,14038
4,7580
2,8573
2,23167
2,39044
2,37233
2,14145
2,22452
2,11497
2,19610
2,28115
1,5835
2,15060
2,17865
2,16113
4,1348
2,22049
4,18018
2,24692
2,20589
2,26508
2,3820
2,22038
2,36645
2,26470
2,30234
2,14180
2,38671
2,16304
2,11109
2,15409
2,40810
2,13224
2,16022
1,22062
2,16570
2,36015
4,3470
2,21154
2,30772
2,38286
4,6055
2,25578
2,29889
2,27389
2,16440
2,23178
2,28115
2,13692
2,10870
2,15816
2,14560
2,24685
2,35802
2,7127
2,29403
2,34614
2,3416
2,29550
2,13373
4,19019
2,29686
4,13872
2,34027
2,22018
2,17197
2,10152
4,2041
2,37393
2,27841
3,5799
4,20400
2,41924
4,21314
2,4053
2,14327
2,27248
2,15543
2,27318
2,8027
2,21889
2,3402
4,10849
2,28115
2,544
2,13709
2,28410
2,5538
4,17257
2,19637
4,9463
1,12081
4,1516
2,19577
3,6886
2,25965
2,16780
4,13642
2,21282
2,38624
4,20081
2,28553
4,19343
2,12334
2,42777
2,16754
2,9001
2,19594
2,16798
1,18064
2,11652
2,12393
2,34930
1,22652
2,12329
2,4456
2,290
2,22458
4,12476
2,17861
2,28556
2,16780
2,19618
4,14660
2,10704
2,36228
1,3457
2,20267
2,34963
1,21147
2,30218
2,27389
2,23980
4,15947
2,20753
2,16334
2,25428
2,19155
2,13849
2,23528
2,39049
2,18311
2,9001
2,17217
2,13031
2,16876
2,27674
2,41803
2,1127
2,23155
2,28743
2,9190
2,30893
4,16310
2,3410
2,31929
2,23167
2,40024
2,11104
3,1290
2,26353
2,26482
2,7751
1,22900
4,21221
2,27834
2,765
2,27957
2,12703
2,41632
1,21156
4,13493
2,29155
2,5556
2,11102
2,26856
2,27784
1,18485
2,14946
3,2750
2,9001
2,42392
2,8328
2,19621
2,27394
2,19618
2,32715
2,19105
2,21291
1,5997
2,42554
2,34621
2,10349
2,27259
2,4010
2,38538
2,39121
2,17821
4,13477
4,13068
1,12435
2,21735
2,22980
2,13507
2,21813
4,3937
2,43549
1,14064
2,14590
4,12552
2,43175
2,30772
4,14581
2,33875
2,11493
2,14173
2,28000
1,13325
2,44594
2,18807
4,14588
4,18086
4,20319
2,11675
1,8110
2,35207
2,1055
2,30204
2,14953
2,21895
2,21952
2,43164
2,11325
2,34450
2,16031
2,289
2,44511
2,16765
2,782
2,25396
2,17073
1,21622
2,19618
2,14184
2,27470
2,38040
2,31203
1,13268
2,44594
2,3860
2,21433
4,10661
2,13704
2,20276
2,17498
2,37449
2,36477
2,17336
2,12912
2,13631
2,7923
2,26427
2,18128
2,18179
2,31322
2,31546
2,19768
2,22460
2,31340
2,21438
2,34175
2,11185
2,30773
4,6655
2,24345
2,19602
2,27843
2,27823
2,19761
2,29812
2,13505
4,4171
2,25158
2,31936
2,8500
2,19916
4,7005
2,20255
2,4072
2,13176
2,19593
2,21407
1,8137
2,16007
2,20697
2,3842
2,39658
2,34654
4,15141
2,12194
2,11146
2,16314
2,946
2,41385
2,14425
4,7597
2,27797
2,6361
2,31055
2,14952
2,2382
2,19550
2,12580
2,6823
2,4052
2,4302
2,31936
4,19513
2,15216
2,26272
2,31540
2,10565
2,27836
2,7875
2,31936
2,25412
4,17184
2,29524
2,13007
2,13404
2,9729
2,14041
4,1045
1,3223
2,39937
2,36535
2,21157
2,41924
1,16717
2,41783
2,28852
4,11201
2,27988
4,6055
2,19131
2,33775
2,27293
4,2890
2,3542
2,32366
2,11676
2,16292
2,23989
1,24741
2,23818
2,28408
1,22266
2,35028
4,16275
2,10658
2,22466
2,29414
4,13087
2,27436
2,26485
2,24983
2,12551
2,17457
2,20286
2,18171
2,4029
2,11665
1,23244
2,16319
3,7661
2,9010
2,25438
2,23691
2,43982
2,13507
2,4107
4,10184
4,14266
2,12365
2,5203
2,16025
4,13949
2,18126
2,24019
4,9553
1,12984
4,19550
2,860
2,5525
4,3737
2,3930
2,39069
2,27675
2,42392
2,26108
4,7896
2,17815
2,41390
2,26012
2,16180
2,4873
2,10326
2,7703
2,12114
2,41390
2,30454
2,29411
2,43175
2,22473
4,20284
2,25781
2,19904
2,38836
4,8547
1,7734
2,41924
2,7703
2,17704
2,29275
2,5699
2,28414
2,13589
4,10937
2,23970
4,13134
2,29275
4,18544
2,23994
2,17814
2,29408
2,30126
2,14684
2,23997
2,21121
2,38484
1,4510
2,22985
2,19136
4,2348
2,29953
2,15923
2,14459
4,2129
2,40880
2,28070
2,31964
2,24722
2,42779
2,24507
2,34015
2,29058
2,10873
1,24448
4,13732
2,21820
2,27835
2,27332
2,29676
4,1512
2,23178
4,13934
2,18986
2,17426
2,31546
2,32722
2,27427
2,21726
2,1742
2,56
2,17359
4,13868
2,39360
2,21292
2,2834
2,26485
4,11058
1,7512
2,23973
2,13020
2,13391
2,21717
2,37584
1,1147
4,19263
2,29428
2,3883
2,11850
2,29283
2,11643
2,25444
2,18314
2,28549
2,21428
2,31319
2,573
2,5352
2,28118
2,40793
2,24559
2,39215
2,24635
4,15191
2,17034
2,22494
3,8251
2,35663
2,39253
2,16604
2,16282
2,41922
2,14430
2,14177
4,16291
2,14763
2,39438
4,13926
2,16603
2,5348
2,5985
2,27337
2,964
2,21420
2,25885
2,23172
2,28414
2,29404
2,11849
2,27494
4,2228
1,11942
2,19761
2,12358
2,17828
2,20964
2,33483
2,2712
2,37584
1,10170
4,13914
4,11013
2,37881
2,22478
4,14432
2,18979
2,12334
2,22991
2,16772
4,13933
4,14868
2,24723
2,25409
4,3181
4,9238
2,23160
2,8348
2,3852
4,20249
2,24711
2,26736
2,42384
1,13520
2,13029
2,10192
2,7144
2,39112
2,22995
2,39981
2,18169
2,42392
2,17458
2,21001
2,15418
2,28559
2,40523
2,41523
2,38565
4,13646
3,435
2,29149
2,43141
2,41660
2,5771
4,15793
2,13848
2,23993
2,29507
2,14211
2,12036
2,31092
4,15793
4,20154
2,27415
2,27435
2,16251
2,15046
2,13212
2,41021
2,16180
2,12343
2,23172
2,40898
2,37126
2,7857
4,5659
2,29558
2,28414
2,8042
1,11700
4,13706
1,3467
2,27682
2,24515
2,26183
2,44594
1,19361
2,18167
2,43175
2,5781
4,18688
2,31851
2,18743
2,19621
2,19773
2,10189
2,18814
2,24721
2,30898
2,15997
2,10203
2,29815
4,3555
4,16643
2,44122
2,29690
4,18560
2,2072
2,14741
2,30782
4,16643
2,13246
2,44728
2,28121
2,5805
2,43396
4,12466
2,15813
4,20785
2,36075
2,29928
2,23798
2,30214
2,16429
4,12838
4,15782
2,37681
2,17718
2,44347
2,14173
2,28243
2,39841
2,33812
1,23048
2,14573
2,44493
4,16643
2,14625
2,17502
2,6657
2,5015
2,9998
2,36160
2,42462
2,24135
4,20442
2,10179
2,27517
2,31635
2,17731
2,8713
2,34569
1,23258
2,33721
2,22025
2,23942
2,12645
4,13946
2,5947
2,19119
4,16877
2,956
4,9003
2,23150
1,19010
2,30452
1,3229
2,6642
2,28538
2,24532
4,18101
2,38992
2,33885
2,14735
1,19004
2,30882
2,29936
2,12356
2,42062
4,670
2,32242
2,24975
2,13978
2,23172
2,12179
2,10035
2,33721
2,22980
2,23938
2,33822
2,11833
2,8658
4,19394
2,25413
2,29794
4,21234
4,17117
2,26262
2,25977
2,19802
2,17562
2,25860
2,26029
1,19005
2,28883
2,5539
2,13031
2,17024
2,39528
2,1897
2,35932
2,8595
2,35343
2,32874
2,2184
2,13999
2,24658
2,4150
1,13325
2,32709
2,30378
2,6004
4,20822
2,21602
1,16980
4,20623
2,39457
2,29801
2,22470
2,32953
2,39988
4,16643
4,15196
2,15827
4,9204
2,23165
2,7879
2,25976
2,13391
2,6794
2,32366
2,31301
1,11844
2,6134
2,15387
2,32479
2,1147
2,30675
4,7509
4,6655
2,30896
2,5706
4,18245
2,12713
4,11299
2,21157
2,33545
2,27246
2,11623
3,6298
2,29764
4,5555
2,10191
2,21434
3,1096
2,37881
2,30224
2,44126
1,227
2,23973
3,4705
1,5315
2,37678
1,14121
4,2347
2,38190
2,23535
2,4878
2,37399
2,24711
2,30898
2,9018
4,14455
4,13460
4,3406
4,14003
2,16440
2,16785
4,6679
2,25976
2,28553
1,13522
2,23172
2,35805
2,34814
3,4705
2,42631
2,30155
2,39167
4,13997
1,20944
2,300
2,30666
2,21160
2,22709
2,19181
2,20884
2,19563
2,33704
4,1547
2,17153
2,18150
2,5386
2,18358
2,23176
4,6891
2,12664
2,23349
2,17644
2,30677
2,13861
2,4033
2,28728
3,55
2,44028
2,29808
2,21414
2,23357
2,3002
2,31728
1,7220
2,38369
2,17645
3,4705
2,26308
4,13755
2,9832
2,33721
2,25105
2,31728
2,5795
2,23492
4,11213
4,9409
2,28882
2,35516
2,30125
2,29261
1,22756
4,873
2,15530
2,40743
3,4705
2,30898
2,2897
2,9008
1,19033
2,41660
2,33388
2,15381
2,6735
2,32145
2,4029
2,10522
2,41998
2,25665
2,37434
2,34648
2,29802
2,4652
2,2810
2,32714
2,30125
2,32089
2,25457
1,9203
2,2810
2,30582
2,39254
2,30391
1,14318
2,30152
2,291
4,2253
3,4311
2,25414
2,27389
4,11991
4,14793
2,26241
2,1602
2,41061
2,12669
2,25966
2,19904
2,21077
2,14491
2,18476
2,40236
2,30582
2,31979
2,34632
2,29812
1,18064
2,31066
4,20575
4,8610
2,40750
1,20623
4,2050
2,26730
2,35835
2,25647
2,38
2,16283
2,23172
2,23812
2,18320
2,3655
2,35388
4,17008
1,248
2,19618
2,27619
1,16590
2,42645
2,30677
4,5828
2,29525
2,7131
2,23377
4,11055
4,19087
2,30610
2,11508
2,42549
4,18273
2,26252
1,248
2,18960
4,18822
2,18489
2,19860
2,33435
2,25133
2,18288
2,28391
2,18929
2,41219
2,18169
2,32689
2,25412
2,3389
2,40320
2,28124
4,18703
4,17106
2,10205
2,16590
4,15136
2,39151
2,41961
4,14129
2,25645
2,4062
2,34023
2,23397
2,11186
2,23752
3,3950
2,11971
1,17004
4,14801
2,29007
2,28081
4,18287
2,5111
2,29413
2,3213
2,14104
2,25645
4,18532
2,28255
2,20633
2,21737
2,44127
2,30127
2,12891
2,40119
2,19801
2,14583
2,17636
2,12023
2,8846
2,33047
2,32073
2,40369
2,13704
2,22031
2,29669
2,18149
2,28116
2,17476
2,23147
2,24021
2,18149
2,32851
2,13604
2,23971
2,16273
2,22031
2,15995
2,2373
2,18141
2,26733
2,27638
2,31436
4,13841
2,27377
2,36428
2,1572
2,3842
2,521
2,18169
2,27981
4,15991
2,22031
2,20073
2,7032
4,14705
2,12887
2,28107
2,22340
2,26291
2,28257
2,20827
2,29525
2,7843
2,37121
4,1823
2,24711
2,18333
1,21524
2,16273
2,9132
2,29371
2,30359
4,7454
2,17195
2,20078
4,513
2,10545
2,31188
2,25297
2,13379
2,35074
2,15230
2,29022
2,29675
4,17250
2,22031
2,14725
4,4549
4,13722
2,24687
2,40981
2,34949
2,7637
2,29924
4,14454
2,37050
4,3291
2,35341
2,5728
2,9782
4,4703
4,9243
2,5728
2,44301
2,33572
4,16057
4,13733
2,24692
2,42390
2,20060
4,16975
2,22974
2,11856
2,12164
1,10784
2,29014
4,5107
4,20218
1,13317
4,2901
2,28122
2,17613
2,116
2,9873
2,19120
2,7123
2,23098
2,3145
2,33899
2,28232
2,22458
4,6150
2,3406
4,13623
2,8240
2,28397
2,16778
2,10721
2,30652
2,8846
2,22991
4,12300
2,9866
2,30983
2,20049
2,35911
2,34082
2,14343
2,4839
2,25102
2,20059
2,24982
2,19619
2,36076
2,6314
2,14069
2,6498
2,15417
2,36182
1,5209
2,36689
2,24406
2,8983
2,11676
2,20049
2,42613
2,28213
2,18138
3,6905
2,28534
2,37871
4,2485
2,28888
2,31223
1,19160
2,22969
2,23953
2,31219
2,4351
2,22033
2,27834
2,18113
2,5985
2,18483
2,17985
2,9039
2,38866
2,34567
2,26017
4,4732
2,37121
2,10710
1,18744
2,25401
2,36112
2,9863
4,16134
2,25970
2,11116
2,21112
2,34589
2,32160
2,33153
2,12344
2,4890
2,11158
2,20080
2,4876
2,34644
2,18680
2,12998
4,13817
2,22292
4,7523
3,6639
2,7703
2,32882
2,9863
3,6716
2,41803
2,9010
2,22473
2,24687
2,16287
2,13037
4,15310
2,5972
1,24419
2,19613
2,27681
2,21161
2,12376
2,16124
2,5546
2,35663
2,30535
2,14053
2,35377
2,10060
2,9013
2,22969
2,23655
2,23991
3,1795
2,29020
2,3842
2,6384
2,41082
2,21156
2,19563
2,25021
2,17053
2,9400
2,25417
2,21899
2,28889
2,27552
2,21896
2,3178
2,23975
2,18234
2,10145
2,40475
4,18786
2,2387
2,12337
4,5366
2,20054
3,8411
3,7049
2,40846
4,13735
2,27961
4,12087
2,8715
2,40089
4,18213
2,17321
2,20097
2,19753
2,2830
2,5639
1,13338
2,12533
2,27415
2,30579
2,18464
2,14764
2,32881
2,22031
1,13633
2,30897
2,20037
2,17636
4,11505
4,11486
2,42900
2,14903
2,29682
4,13477
4,13565
2,25420
4,20034
2,336
2,7281
2,21103
2,22840
2,20298
2,23129
2,19925
2,29932
4,3726
1,12968
2,6839
4,14860
2,37260
2,19346
2,29795
2,32955
2,28891
2,5261
2,6699
2,13381
4,2242
2,14923
2,23147
2,24517
2,2895
4,4086
2,33699
2,5328
2,6476
2,12982
2,32023
4,19005
2,34516
4,4371
4,16325
2,38803
2,30898
2,23823
2,19739
2,22961
2,31949
2,32367
1,20385
2,2749
2,29559
2,16561
2,43863
2,19934
2,43177
2,10556
4,15873
2,24120
2,30151
2,13702
2,27066
2,32566
2,26289
2,11987
2,5985
2,29021
3,380
2,10196
2,14659
2,25402
2,27838
2,30549
2,13382
2,18140
1,3451
2,40409
2,34630
2,35621
4,15915
2,26465
2,44190
2,18471
2,27781
2,8564
2,19154
2,40920
2,28397
4,13166
4,8075
2,37523
2,18125
2,19132
2,11503
2,31438
2,22680
2,33036
2,37785
2,19618
2,30875
2,25155
2,22838
2,14763
2,9410
2,26758
2,23108
2,20282
2,31527
2,43295
2,37777
2,9698
2,25996
2,33722
2,10658
2,39131
2,25287
2,31716
2,14573
2,37568
2,40382
1,14841
2,11698
2,26470
2,42680
2,3842
2,18340
2,20068
2,26962
2,10722
2,1565
2,790
2,19750
4,14173
2,18916
4,5370
2,12209
2,22989
2,9817
2,12882
2,32302
4,18180
2,11303
2,4456
2,29415
1,24356
2,43091
2,32662
2,33937
4,11391
1,7312
2,26847
2,18320
4,3943
2,1023
2,26269
2,18140
2,13895
2,14201
2,11974
2,13544
2,11034
2,21292
2,14177
4,7739
2,13204
2,22973
2,5803
2,9832
2,26764
2,12358
2,26901
2,16759
2,17297
2,27089
2,27636
2,16262
1,13233
2,11694
2,12349
2,13830
2,30861
2,20168
2,38641
4,18778
1,22463
4,12738
2,10170
2,23526
2,11113
2,17657
2,23348
2,23181
4,4743
1,10063
2,20464
2,5529
2,8682
2,40389
2,13583
2,28381
2,5697
2,30799
3,2993
2,40786
2,28260
4,6021
2,9156
2,14336
2,21877
2,25405
2,8467
2,36398
2,29915
2,28414
2,1265
2,34680
2,4579
2,6219
2,39702
2,28841
2,32429
2,28557
1,18286
2,31291
2,16749
2,14580
4,8361
1,1065
2,28756
1,10498
2,20286
2,33606
2,27988
2,38271
2,14357
2,13533
2,4074
1,18112
2,34292
2,1461
2,32089
2,29414
2,34744
2,31629
2,184
2,17607
2,21152
4,13281
2,14803
2,31629
2,28837
2,32726
2,26291
2,8591
2,1579
2,12305
2,14892
1,19190
2,42058
2,2833
2,9002
2,11847
2,26893
3,5878
2,20876
2,23647
2,19801
2,1262
2,8178
2,38260
4,17385
2,16762
4,12913
4,14524
4,17385
2,27788
2,22323
2,28683
2,26001
2,23971
2,37149
4,19724
2,23175
2,14595
2,26436
2,3547
2,39885
2,5706
2,4302
2,24127
2,30454
2,27845
2,31629
2,10545
2,16422
2,41275
2,19900
2,3492
2,22840
2,24694
2,8337
2,19732
4,15247
2,43866
2,13679
2,26488
2,4739
2,23695
2,13373
2,32655
1,17398
2,3842
2,37935
2,14753
2,29155
2,20747
4,13020
2,21438
2,12028
1,14764
2,30786
2,27137
1,18542
2,9714
4,7805
2,33738
2,15591
2,31532
2,39625
2,23711
2,16623
2,18816
4,17334
2,14346
2,9406
2,12190
1,14912
2,27836
2,42777
2,25972
4,17426
2,26260
2,7161
2,34839
2,26252
2,21889
2,26292
2,11145
2,24140
2,22440
1,19357
2,14611
2,32014
2,28732
2,40510
2,28379
2,37150
2,29135
2,22723
2,31223
2,13680
2,29105
2,27823
2,23812
2,2834
2,32528
2,21590
2,19753
2,5700
2,12891
2,22648
2,36178
2,30898
2,31941
2,28556
4,2979
2,29414
1,19933
2,29555
3,8507
2,16270
2,37052
2,13707
2,23542
4,9156
2,39298
2,15046
1,10328
2,44132
2,22038
4,11185
2,38710
4,13862
2,12015
2,21881
2,21737
2,29147
2,39750
4,249
2,37052
2,11168
2,30186
2,13022
2,22654
2,29679
4,6297
2,40911
4,8900
2,25956
2,27841
2,28259
2,23977
2,14324
2,12186
2,4475
2,13857
2,9555
2,27415
2,38737
2,10225
4,6235
2,23997
2,11140
2,29415
1,10545
2,14042
2,13695
2,16772
2,18024
2,43099
2,7986
2,39860
2,27673
1,16830
2,18501
2,17801
2,9000
2,30469
4,19004
4,15365
2,14586
2,9444
4,4932
2,25510
2,12312
2,27422
2,13031
2,15189
2,9721
2,31861
2,15681
2,3794
4,15360
4,17058
2,34104
2,4944
2,23963
2,11826
2,22470
2,5324
2,17043
2,28852
2,26252
2,23628
2,12151
2,34676
2,29108
2,31933
2,14348
2,19873
2,30057
2,19604
2,25645
2,13391
2,25415
2,9897
2,5767
2,30368
2,19577
2,24011
2,26982
2,27841
2,14324
2,26994
2,504
2,27821
4,4642
2,12159
1,11961
2,21161
2,29020
2,10537
2,27988
2,13391
2,30971
2,15373
1,3485
4,2751
2,18383
1,12994
2,24697
2,28866
2,15369
2,10508
2,37121
2,34653
4,4816
2,26236
2,17646
2,17043
2,26264
4,15235
2,13651
2,41924
2,8791
2,26873
2,43671
4,18063
2,18484
4,20835
2,5700
2,12329
2,30984
2,41919
4,16212
2,28080
2,20437
2,29391
2,30898
2,30990
1,9867
2,22925
2,5347
2,29414
4,15185
2,34175
2,20753
2,3845
4,14306
2,18794
4,20154
2,14183
2,26262
2,16726
4,13492
2,13031
2,29290
4,5418
2,18344
2,27198
